License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Name,Agency Zone Office Number,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,Zip,License Certificate Number,License Original Issue Date,License Effective Date,License Expiration Date,Latitude,Longitude,Location,License Group,Area,Major City
1280571,FARM BREWER,106,FD,New York City,1,SUFFOLK,SAINT JAMES BREWERY LLC,SAINT JAMES BREWERY,929 LINCOLN AVE UNIT 11,,HOLBROOK,NY,11741,856064,10/28/2014,10/28/2014,9/30/2015,40.7738771,-73.0820734,,Brewer,NYC,All Others
2195437,FARM BREWER,106,FD,Albany,2,DUTCHESS,FROM THE GROUND BREWERY LLC,FROM THE GROUND BREWERY,245 GUSKI RD,,RED HOOK,NY,12571,855516,8/20/2014,8/20/2014,7/31/2015,42.0463,-73.88421,"(42.0463, -73.88421)",Brewer,Upstate,All Others
2189341,FARM BREWER,106,FD,Albany,2,MADISON,GOOD NATURE BREWING INC,GOOD NATURE BREWING,37 MILFORD ST,STE 3,HAMILTON,NY,13346,865792,3/21/2013,3/1/2015,2/29/2016,42.82419227,-75.55056357,"(42.82419227, -75.55056357)",Brewer,Upstate,All Others
2195436,FARM BREWER,106,FD,Albany,2,WARREN,MEAN MAX BREW WORKS LLC,MEAN MAX BREW WORKS,193 GLEN ST,,GLENS FALLS,NY,12801,817418,7/22/2014,7/22/2014,6/30/2015,43.31014,-73.64448,"(43.31014, -73.64448)",Brewer,Upstate,All Others
2194967,FARM BREWER,106,FD,Albany,2,COLUMBIA,CHATHAM BREWING LLC,CHATHAM BREWING,59 MAIN ST,,CHATHAM,NY,12037,862842,2/28/2014,2/1/2015,1/31/2016,42.36326985,-73.59542927,"(42.36326985, -73.59542927)",Brewer,Upstate,All Others
2194793,FARM BREWER,106,FD,Albany,2,RENSSELAER,RARE FORM BREWING COMPANY LLC,RARE FORM BREWING COMPANY,90 CONGRESS ST,,TROY,NY,12180,817182,5/28/2014,5/28/2014,4/30/2015,42.72868788,-73.68992903,"(42.72868788, -73.68992903)",Brewer,Upstate,Albany
2194681,FARM BREWER,106,FD,Albany,2,LEWIS,BARKEATER CRAFT BREWERY LLC,BARKEATER CRAFT BREWERY,5411 SHADY AVE,,LOWVILLE,NY,13367,865798,3/25/2014,3/1/2015,2/29/2016,43.7867509,-75.49174847,"(43.7867509, -75.49174847)",Brewer,Upstate,All Others
1281233,FARM BREWER,106,FD,New York City,1,NASSAU,"BREWERS COLLECTIVE INC, THE",THE BREWERS COLLECTIVE BEER COMPANY,211A MAIN ST,,FARMINGDALE,NY,11735,856150,11/19/2014,11/19/2014,10/31/2015,40.7340911,-73.445796,,Brewer,NYC,All Others
1273340,FARM BREWER,106,FD,New York City,1,SUFFOLK,"GREENPORT BREWING COMPANY LLC, THE",GREENPORT HARBOR BREWING COMPANY,234 CARPENTER ST,BAY STREET & EAST FRONT STREET,GREENPORT,NY,11944,862283,11/14/2013,11/1/2014,10/31/2015,41.10312349,-72.35858247,"(41.10312349, -72.35858247)",Brewer,NYC,All Others
2193808,FARM BREWER,106,FD,Albany,2,SCHOHARIE,GREEN WOLF BREWING COMPANY LLC,GREEN WOLF BREWING COMPANY,315 MAIN ST,,MIDDLEBURGH,NY,12122,817238,6/10/2014,6/10/2014,5/31/2015,42.59833225,-74.33476052,"(42.59833225, -74.33476052)",Brewer,Upstate,All Others
2193669,FARM BREWER,106,FD,Albany,2,ONEIDA,SEBASTIAN J INTERLANDI,CREATIVE SHEPHERD FARM,6141 W AVA RD,,AVA,NY,13303,817445,7/29/2014,7/29/2014,6/30/2015,43.41864743,-75.48300817,"(43.41864743, -75.48300817)",Brewer,Upstate,All Others
3153497,FARM BREWER,106,FD,Buffalo,3,YATES,ABANDON BREWING COMPANY LLC,ABANDON BREWING COMPANY,2994 MERRITT HILL RD,,PENN YAN,NY,14527,860380,7/31/2013,7/14/2014,6/30/2015,42.63080458,-77.10105951,"(42.63080458, -77.10105951)",Brewer,Western,All Others
2193575,FARM BREWER,106,FD,Albany,2,BROOME,BINGHAMTON BREWING COMPANY LLC,BINGHAMTON BREWING CO,15 AVENUE B,STE 101,JOHNSON CITY,NY,13790,817396,7/17/2014,7/17/2014,6/30/2015,42.11474071,-75.95350138,"(42.11474071, -75.95350138)",Brewer,Upstate,All Others
1273846,FARM BREWER,106,FD,New York City,1,SUFFOLK,GREAT SOUTH BAY BREWERY CORP,GREAT SOUTH BAY BREWERY CORP,25 DREXEL DR,,BAY SHORE,NY,11706,817048,5/1/2014,5/1/2014,4/30/2015,40.76048487,-73.26279254,"(40.76048487, -73.26279254)",Brewer,NYC,All Others
2193517,FARM BREWER,106,FD,Albany,2,DUTCHESS,PLAN BEE FARM BREWERY LLC,PLAN BEE FARM BREWERY,14 CLOVE RD,,FISHKILL,NY,12524,861586,11/4/2013,11/1/2014,10/31/2015,41.51065596,-73.89458735,"(41.51065596, -73.89458735)",Brewer,Upstate,All Others
2193516,FARM BREWER,106,FD,Albany,2,SULLIVAN,ROSCOE BREWING COMPANY LLC,ROSCOE BEER COMPANY,145 ROCKLAND RD,,ROSCOE,NY,12776,817244,6/11/2014,6/11/2014,5/31/2015,41.94588815,-74.91261723,"(41.94588815, -74.91261723)",Brewer,Upstate,All Others
2193081,FARM BREWER,106,FD,Albany,2,CORTLAND,CORTLAND BEER COMPANY LLC,CORTLAND BEER COMPANY,16 COURT ST,,CORTLAND,NY,13045,861107,10/24/2013,10/1/2014,9/30/2015,42.59931805,-76.17995693,"(42.59931805, -76.17995693)",Brewer,Upstate,All Others
1277567,FARM BREWER,106,FD,New York City,1,NASSAU,A TASTE OF LONG ISLAND INC,A TASTE OF LONG ISLAND,211A MAIN ST,,FARMINGDALE,NY,11735,834716,5/27/2014,5/27/2014,4/30/2015,40.73268,-73.44591,"(40.73268, -73.44591)",Brewer,NYC,All Others
1281463,FARM BREWER,106,FD,New York City,1,NASSAU,PO'BOY BREWERY LTD,PO'BOY BREWERY,211A MAIN ST,SUITE A,FARMINGDALE,NY,11735,856123,11/13/2014,11/13/2014,10/31/2015,40.7340911,-73.445796,,Brewer,NYC,All Others
3153568,FARM BREWER,106,FD,Buffalo,3,TOMPKINS,HOPSHIRE BREWERY LLC,HOPSHIRE FARM & BREWERY,1771 DRYDEN RD,,FREEVILLE,NY,13068,866979,6/25/2013,6/1/2015,5/31/2016,42.48171378,-76.3692873,"(42.48171378, -76.3692873)",Brewer,Western,All Others
2192792,FARM BREWER,106,FD,Albany,2,ULSTER,JAMES F WALSH JR,YARD OWL CRAFT BREWERY,798 ALBANY POST RD,,NEW PALTZ,NY,12561,861163,9/18/2013,9/1/2014,8/31/2015,41.71022186,-74.16745922,"(41.71022186, -74.16745922)",Brewer,Upstate,All Others
1277282,FARM BREWER,106,FD,New York City,1,SUFFOLK,FARM TO PINT LLC,FARM TO PINT,39395 RTE 25,,PECONIC,NY,11958,817231,6/9/2014,6/9/2014,5/31/2015,41.03838,-72.46601,"(41.03838, -72.46601)",Brewer,NYC,All Others
2192382,FARM BREWER,106,FD,Albany,2,MADISON,ERIE CANAL BREWING COMPANY LLC,ERIE CANAL BREWING COMPANY,135 JAMES ST,,CANASTOTA,NY,13032,860717,8/30/2013,8/1/2014,7/31/2015,43.07639453,-75.75312972,"(43.07639453, -75.75312972)",Brewer,Upstate,All Others
2192192,FARM BREWER,106,FD,Albany,2,ULSTER,RB BREW LLC,RB BREW,317 SPRINGTOWN RD,,NEW PALTZ,NY,12561,862045,12/19/2013,12/1/2014,11/30/2015,41.78947583,-74.0872299,"(41.78947583, -74.0872299)",Brewer,Upstate,All Others
2192175,FARM BREWER,106,FD,Albany,2,WASHINGTON,ARGYLE BREWING COMPANY LLC,ARGYLE BREWING COMPANY,1 MAIN ST,,GREENWICH,NY,12834,865541,3/5/2014,3/1/2015,2/29/2016,43.08755101,-73.49699557,"(43.08755101, -73.49699557)",Brewer,Upstate,All Others
3153638,FARM BREWER,106,FD,Buffalo,3,ONTARIO,TWISTED RAIL BREWING COMPANY LLC,TWISTED RAIL BREWING COMPANY,20 PLEASANT ST,SUITE B,CANANDAIGUA,NY,14424,861909,11/14/2013,11/1/2014,10/31/2015,42.88855428,-77.27856418,"(42.88855428, -77.27856418)",Brewer,Western,All Others
2191569,FARM BREWER,106,FD,Albany,2,RENSSELAER,S&S BREWERY INC,S&S BREWERY,274 MIDDLE RD,,NASSAU,NY,12123,862845,2/20/2014,2/1/2015,1/31/2016,42.49036434,-73.57288887,"(42.49036434, -73.57288887)",Brewer,Upstate,Albany
1280427,FARM BREWER,106,FD,New York City,1,NASSAU,1940'S BREWING COMPANY LLC,1940'S BREWING COMPANY,211A MAIN ST,,FARMINGDALE,NY,11735,856036,10/17/2014,10/17/2014,9/30/2015,40.7340911,-73.445796,,Brewer,NYC,All Others
2191569,FARM BREWER,106,FD,Albany,2,RENSSELAER,S&S BREWERY INC,S&S BREWERY,274 MIDDLE RD,,NASSAU,NY,12123,862845,2/20/2014,2/1/2015,1/31/2016,42.49064439,-73.57260784,"(42.49064439, -73.57260784)",Brewer,Upstate,Albany
1284133,FARM BREWER,106,FD,New York City,1,SUFFOLK,DESTINATION UNKNOWN BEER COMPANY INC,DESTINATION UNKNOWN BEER COMPANY,1 S CHICAGO AVE,UNIT C,BAY SHORE,NY,11706,856584,4/10/2015,4/10/2015,3/31/2016,40.734017,-73.2293908,,Brewer,NYC,All Others
1275174,FARM BREWER,106,FD,New York City,1,KINGS,OTHER HALF BREWING COMPANY INC,OTHER HALF BREWING COMPANY,195 CENTRE ST,,BROOKLYN,NY,11231,862909,1/7/2014,1/1/2015,12/31/2015,40.67366514,-73.99909135,"(40.67366514, -73.99909135)",Brewer,NYC,NYC
2191353,FARM BREWER,106,FD,Albany,2,ST LAWRENCE,KEVIN DAVID ARCHER & DALE JAMES FREEMAN,ADIRONDACK TOBOGGAN COMPANY MICROBREWERY,202A W MAIN ST,,GOUVERNEUR,NY,13642,861355,11/4/2013,11/1/2014,10/31/2015,44.33083627,-75.47594246,"(44.33083627, -75.47594246)",Brewer,Upstate,All Others
3153643,FARM BREWER,106,FD,Buffalo,3,ERIE,HAMBURG BREWING COMPANY LLC,HAMBURG BREWING COMPANY,6553 BOSTON STATE RD,,HAMBURG,NY,14075,860208,8/20/2013,8/1/2014,7/31/2015,42.71061703,-78.80331058,"(42.71061703, -78.80331058)",Brewer,Western,Buffalo
1270418,FARM BREWER,106,FD,New York City,1,SUFFOLK,GREENPORT BREWING COMPANY LLC THE,GREENPORT HARBOR COMPANY,42155 MAIN RD,,PECONIC,NY,11958,867074,5/20/2014,5/1/2015,4/30/2016,41.04171563,-72.4545322,"(41.04171563, -72.4545322)",Brewer,NYC,All Others
2191127,FARM BREWER,106,FD,Albany,2,MADISON,GALLABERG INC,HENNEBERG BREWING CO,2001 DELPHI RD,,NEW WOODSTOCK,NY,13122,860733,8/23/2013,8/1/2014,7/31/2015,42.86913583,-75.85940146,"(42.86913583, -75.85940146)",Brewer,Upstate,All Others
1271328,FARM BREWER,106,FD,New York City,1,BRONX,FARLO LLC,GUN HILL BREWING COMPANY,3227 LACONIA AVE,,BRONX,NY,10469,861408,10/3/2013,10/1/2014,9/30/2015,40.87213936,-73.85555125,"(40.87213936, -73.85555125)",Brewer,NYC,NYC
2190694,FARM BREWER,106,FD,Albany,2,RENSSELAER,BROWNS BREWING COMPANY LLC,BROWNS BREWING COMPANY,50 FACTORY HILL RD,,HOOSICK FALLS,NY,12090,867189,7/31/2013,7/1/2015,6/30/2016,42.9262765,-73.34406291,"(42.9262765, -73.34406291)",Brewer,Upstate,Albany
3155181,FARM BREWER,106,FD,Buffalo,3,MONROE,KNUCKLEHEAD CRAFT BREWING LLC,KNUCKLEHEAD CRAFT BREWING,426 RIDGE RD,,WEBSTER,NY,14580,847784,11/17/2014,11/17/2014,10/31/2015,43.205998,-77.512275,,Brewer,Western,Rochester
3154129,FARM BREWER,106,FD,Buffalo,3,SENECA,GROWLIN BEER CORPORATION,GROWLIN BEER CORPORATION,16 E CASTLE ST,,GENEVA,NY,14456,847676,7/21/2014,7/21/2014,6/30/2015,42.86797979,-76.98119853,"(42.86797979, -76.98119853)",Brewer,Western,All Others
3155746,FARM BREWER,106,FD,Buffalo,3,ERIE,WNY BEER CLUB LLC,RUSTY NICKEL BREWING CO,4350 SENECA ST,,W SENECA,NY,14224,824891,3/13/2015,3/13/2015,2/28/2016,42.8323653,-78.7421788,,Brewer,Western,Buffalo
3154223,FARM BREWER,106,FD,Buffalo,3,ONTARIO,BREWERY SERVICES INC,THE VICTOR BREWERY,6606 STATE RTE 96,,VICTOR,NY,14564,862165,12/19/2013,12/1/2014,11/30/2015,42.97713234,-77.39055084,"(42.97713234, -77.39055084)",Brewer,Western,All Others
3154090,FARM BREWER,106,FD,Buffalo,3,YATES,LYONSMITH BREWING CO LLC,LYONSMITH BREWING CO,138 WATER ST,,PENN YAN,NY,14527,847661,7/7/2014,7/7/2014,6/30/2015,42.65943849,-77.05421666,"(42.65943849, -77.05421666)",Brewer,Western,All Others
3154316,FARM BREWER,106,FD,Buffalo,3,ERIE,OLD FIRST WARD BREWING COMPANY LLC,GENE MCCARTHY'S BREWERY & KITCHEN,73 HAMBURG ST,BLDG B,BUFFALO,NY,14204,866025,2/10/2014,2/20/2015,1/31/2016,42.86595301,-78.85990504,"(42.86595301, -78.85990504)",Brewer,Western,Buffalo
3153086,FARM BREWER,106,FD,Buffalo,3,SCHUYLER,301 FRANKLIN STREET CAFE INC,ROOSTER FISH BREWING,205 207 N FRANKLIN ST,,WATKINS GLEN,NY,14891,865872,3/4/2013,3/1/2015,2/29/2016,42.38174773,-76.87409394,"(42.38174773, -76.87409394)",Brewer,Western,All Others
3154361,FARM BREWER,106,FD,Buffalo,3,STEUBEN,STEUBEN BREWING COMPANY LLC,STEUBEN BREWING COMPANY,10286 JUDSON RD,,HAMMONDSPORT,NY,148409668,847684,7/29/2014,7/29/2014,6/30/2015,42.50379629,-77.18650658,"(42.50379629, -77.18650658)",Brewer,Western,All Others
3154034,FARM BREWER,106,FD,Buffalo,3,TIOGA,"FARMHOUSE BREWERY LLC, THE",THE FARMHOUSE BREWERY,2 WHIG ST,#A,NEWARK VALLEY,NY,13811,866217,1/7/2014,3/2/2015,12/31/2015,42.22466231,-76.18519921,"(42.22466231, -76.18519921)",Brewer,Upstate,All Others
3154393,FARM BREWER,106,FD,Buffalo,3,STEUBEN,CHAUTAUQUA BREWING COMPANY LLC,THE BREWERY OF BROKEN DREAMS,8319 PLEASANT VALLEY RD,,HAMMONDSPORT,NY,14840,866484,4/1/2014,4/1/2015,3/31/2016,42.40467078,-77.24307859,"(42.40467078, -77.24307859)",Brewer,Western,All Others
1271729,FARM BREWER,106,FD,New York City,1,SUFFOLK,LONG IRELAND BREWING COMPANY LLC,LONG IRELAND BEER COMPANY,817 PULASKI ST,,RIVERHEAD,NY,11901,861660,8/22/2013,10/1/2014,7/31/2015,40.92003798,-72.67427928,"(40.92003798, -72.67427928)",Office,NYC,All Others
3153970,FARM BREWER,106,FD,Buffalo,3,STEUBEN,FINGER LAKES BEER COMPANY LLC,FINGER LAKES BEER COMPANY,8462 STATE ROUTE 54,,HAMMONDSPORT,NY,14840,860816,10/22/2013,10/1/2014,9/30/2015,42.39991624,-77.22563237,"(42.39991624, -77.22563237)",Brewer,Western,All Others
2199189,FARM BREWER,106,FD,Albany,2,COLUMBIA,ERIK R BELL,OLD KLAVERACK BREWERY,150 THIELMAN RD,,HUDSON,NY,12534,856605,4/16/2015,4/16/2015,3/31/2016,42.22281,-73.68377,,Brewer,Upstate,All Others
2199056,FARM BREWER,106,FD,Albany,2,ONONDAGA,TIM'S PUMPKIN PATCH LLC,TIM'S PUMPKIN PATCH,2901 ROSE HILL RD,,MARIETTA,NY,13110,856609,4/17/2015,4/17/2015,3/31/2016,42.911369,-76.344464,,Brewer,Upstate,Syracuse
3154529,FARM BREWER,106,FD,Buffalo,3,SCHUYLER,HEAVILY BREWING COMPANY LLC,HEAVILY BREWING COMPANY,2471 HAYES RD,,MONTOUR FALLS,NY,14865,847759,10/15/2014,10/15/2014,9/30/2015,42.3534,-76.83095,"(42.3534, -76.83095)",Brewer,Western,All Others
1276026,FARM BREWER,106,FD,New York City,1,WESTCHESTER,FERRARI BEER INCORPORATED,FERRARI BEER COMPANY,160 ASHFORD AVE,SUITE 1,DOBBS FERRY,NY,10522,817087,5/13/2014,5/13/2014,4/30/2015,41.01482291,-73.86249501,"(41.01482291, -73.86249501)",Brewer,NYC,NYC
3154599,FARM BREWER,106,FD,Buffalo,3,ONTARIO,NEDLOH BREWING COMPANY LLC,NEDLOH BREWING CO,6621 STATE RTE 5  20,,BLOOMFIELD,NY,14469,847700,8/15/2014,8/15/2014,7/31/2015,42.88308,-77.39143,"(42.88308, -77.39143)",Brewer,Western,All Others
2197067,FARM BREWER,106,FD,Albany,2,ONONDAGA,WT BREWS LLC,WT BREWS,3482 PATCHETT RD,,BALDWINSVILLE,NY,13027,855633,9/15/2014,9/15/2014,8/31/2015,43.151972,-76.266548,,Brewer,Upstate,Syracuse
2197247,FARM BREWER,106,FD,Albany,2,OTSEGO,JOHN S HASBROUCK,RED SHED BREWERY,817 BUTTER BOWL RD,,CHERRY VALLEY,NY,13320,856413,2/12/2015,2/12/2015,1/31/2016,42.757276,-74.809648,,Brewer,Upstate,All Others
3154722,FARM BREWER,106,FD,Buffalo,3,STEUBEN,RAILHEAD BREWING COMPANY LLC,RAILHEAD BREWING COMPANY,40 PARK DR,,HORNELL,NY,14843,847646,6/16/2014,6/16/2014,5/31/2015,42.31597,-77.65488,"(42.31597, -77.65488)",Brewer,Western,All Others
2196976,FARM BREWER,106,FD,Albany,2,CAYUGA,LUNKENHEIMER CRAFT BREWING CO LLC,LUNKENHEIMER CRAFT BREWING CO,8920 N SENECA ST,,WEEDSPORT,NY,13166,847704,8/20/2014,8/20/2014,7/31/2015,43.0551375,-76.5581949,,Brewer,Western,All Others
2196822,FARM BREWER,106,FD,Albany,2,SULLIVAN,BASHAKILL VINEYARDS LLC,BASHAKILL VINEYARDS,1131 SOUTH RD,,WURTSBORO,NY,12790,855741,9/24/2014,9/24/2014,8/31/2015,41.514935,-74.535535,,Brewer,Upstate,All Others
3154850,FARM BREWER,106,FD,Buffalo,3,MONROE,"LOST BOROUGH BREWING LLC, THE",THE LOST BOROUGH BREWING CO,543 ATLANTIC AVE,,ROCHESTER,NY,14609,847771,10/30/2014,10/30/2014,9/30/2015,43.1563223,-77.5690132,,Brewer,Western,Rochester
2196597,FARM BREWER,106,FD,Albany,2,ESSEX,AUSABLE BREWING COMPANY LLC,AUSABLE BREWING COMPANY,765 MACE CHASM RD,,KEESEVILLE,NY,12944,817496,8/13/2014,8/13/2014,7/31/2015,44.4976817,-73.4497479,,Brewer,Upstate,All Others
3153738,FARM BREWER,106,FD,Buffalo,3,MONROE,FAIRPORT BREWING COMPANY LLC,FAIRPORT BREWING COMPANY,1000 TURK HILL RD,STE 298,FAIRPORT,NY,14450,860428,7/2/2013,7/16/2014,6/30/2015,43.09675258,-77.43307226,"(43.09675258, -77.43307226)",Brewer,Western,Rochester
2196551,FARM BREWER,106,FD,Albany,2,COLUMBIA,HUDSON VALLEY BEVERAGE CO INC,SLOOP BREWING CO,1065 COUNTY RTE 19,,ELIZAVILLE,NY,12523,856599,4/15/2015,4/15/2015,3/31/2016,42.0843384,-73.7944808,,Brewer,Upstate,All Others
3154931,FARM BREWER,106,FD,Buffalo,3,LIVINGSTON,BIG FOOT BREWING COMPANY LLC,BIG FOOT BREWING COMPANY,1906 MAIN ST,,LINWOOD,NY,14486,847882,4/1/2015,4/1/2015,3/31/2016,42.90377,-77.882332,,Brewer,Western,All Others
3153247,FARM BREWER,106,FD,Buffalo,3,YATES,CLIMBING BINES CRAFT ALE COMPANY LLC,CLIMBING BINES CRAFT ALE COMPANY,511 HANSON POINT RD,,PENN YAN,NY,14527,867081,5/23/2013,5/1/2015,4/30/2016,42.66011742,-76.93623052,"(42.66011742, -76.93623052)",Brewer,Western,All Others
2196094,FARM BREWER,106,FD,Albany,2,ESSEX,PARADOX BREWERY LLC,PARADOX BREWERY,154 STATE RTE 9,,SCHROON LAKE,NY,12870,817172,5/22/2014,5/22/2014,4/30/2015,43.781173,-73.793385,,Brewer,Upstate,All Others
3155070,FARM BREWER,106,FD,Buffalo,3,STEUBEN,"RISING SONS 6 BREWING COMPANY INC, THE",IRON FLAMINGO BREWERY,196 BAKER ST,,CORNING,NY,14830,847794,12/3/2014,12/3/2014,11/30/2015,42.155135,-77.056379,,Brewer,Western,All Others
2195983,FARM BREWER,106,FD,Albany,2,OTSEGO,BUTTERNUTS BEER AND ALE LLC,BUTTERNUTS BEER AND ALE,4020 STATE HWY 51,,GARRATTSVILLE,NY,13342,817192,5/30/2014,5/30/2014,4/30/2015,42.62775,-75.18634,"(42.62775, -75.18634)",Office,Upstate,All Others
1279306,FARM BREWER,106,FD,New York City,1,QUEENS,BIG ALICE BREWING COMPANY LLC,BIG ALICE BREWING COMPANY,808 43RD RD,,LONG ISLAND CITY,NY,11101,835280,10/20/2014,10/20/2014,9/30/2015,40.7520775,-73.9505905,,Brewer,NYC,NYC
3155129,FARM BREWER,106,FD,Buffalo,3,SENECA,LOST KINGDOM BREWERY INC,LOST KINGDOM BREWERY,7160 MAIN ST,,OVID,NY,14521,847718,9/2/2014,9/2/2014,8/31/2015,42.6775634,-76.8226351,,Brewer,Western,All Others
3155203,FARM BREWER,106,FD,Buffalo,3,CHAUTAUQUA,ROBERT MAZZA INC,FIVE & 20 BREWING,8398 W RTE 20,,WESTFIELD,NY,14787,847856,2/25/2015,2/25/2015,1/31/2016,42.3073906,-79.6067299,,Brewer,Western,All Others
2195931,FARM BREWER,106,FD,Albany,2,ONONDAGA,SALT CITY BREWING COMPANY LLC,SALT CITY BREWING COMPANY,328 WELLS AVE E,,NORTH SYRACUSE,NY,13212,859210,12/4/2014,12/4/2014,11/30/2015,43.13224,-76.12155,"(43.13224, -76.12155)",Brewer,Upstate,Syracuse
2195859,FARM BREWER,106,FD,Albany,2,JEFFERSON,WOOD BOAT BREWERY LLC,WOOD BOAT BREWERY,625 MARY ST,,CLAYTON,NY,13624,817243,6/10/2014,6/10/2014,5/31/2015,44.23833,-76.08757,"(44.23833, -76.08757)",Brewer,Upstate,All Others
2190165,"FARM DISTILLER ""D""",207,DD,Albany,2,WASHINGTON,LAKE GEORGE DISTILLING COMPANY LLC,LAKE GEORGE DISTILLING COMPANY,11262 STATE RTE 149,,FORT ANN,NY,12827,867036,5/16/2013,5/1/2015,4/30/2016,43.4134858,-73.50302125,"(43.4134858, -73.50302125)",Distiller,Upstate,All Others
3153382,"FARM DISTILLER ""D""",207,DD,Buffalo,3,CHAUTAUQUA,ROBERT MAZZA INC,FIVE & 20 SPIRITS,8398 W RTE 20,,WESTFIELD,NY,14787,859991,7/29/2013,7/1/2014,6/30/2015,42.30823259,-79.60389676,"(42.30823259, -79.60389676)",Distiller,Western,All Others
3153553,"FARM DISTILLER ""D""",207,DD,Buffalo,3,WAYNE,GLENROSE SPIRITS LLC,GLENROSE SPIRITS,5052 COVELL RD,,N ROSE,NY,14516,856520,9/23/2013,9/1/2014,8/31/2015,43.18729513,-76.91410731,"(43.18729513, -76.91410731)",Distiller,Western,All Others
3153729,"FARM DISTILLER ""D""",207,DD,Buffalo,3,WYOMING,BUFFALO DISTILLING COMPANY INC,BUFFALO DISTILLING COMPANY,611 WOODLEY RD,,ALDEN,NY,14004,860480,9/20/2013,9/1/2014,8/31/2015,42.86465393,-78.4422564,"(42.86465393, -78.4422564)",Distiller,Western,All Others
3154042,"FARM DISTILLER ""D""",207,DD,Buffalo,3,MONROE,24LIGNE LLC,BLACK BUTTON DISTILLING,85 RAILROAD ST,,ROCHESTER,NY,14609,861318,11/13/2013,11/1/2014,10/31/2015,43.16321977,-77.58641446,"(43.16321977, -77.58641446)",Distiller,Western,Rochester
3154331,"FARM DISTILLER ""D""",207,DD,Buffalo,3,ONTARIO,LEYLINE DISTILLERY INC,LEYLINE DISTILLERY,122 N GENESEE ST,,GENEVA,NY,14456,847581,4/21/2014,4/21/2014,3/31/2015,42.87963689,-76.98399677,"(42.87963689, -76.98399677)",Distiller,Western,All Others
3154594,"FARM DISTILLER ""D""",207,DD,Buffalo,3,ERIE,BLACK SQUIRREL DISTILLERY LLC,BLACK SQUIRREL DISTILLERY,1595 ELMWOOD AVE,,BUFFALO,NY,14216,847690,8/7/2014,8/7/2014,7/31/2015,42.94035,-78.87845,"(42.94035, -78.87845)",Distiller,Western,Buffalo
3155035,"FARM DISTILLER ""D""",207,DD,Buffalo,3,MONROE,IRON SMOKE WHISKEY LLC,IRON SMOKE WHISKEY,111 PARCE AVE,BLDG 5,FAIRPORT,NY,14450,847742,9/26/2014,9/26/2014,8/31/2015,43.1056097,-77.4456253,,Distiller,Western,Rochester
3155128,"FARM DISTILLER ""D""",207,DD,Buffalo,3,SENECA,LOST KINGDOM BREWERY INC,FIRE HOUSE DISTILLERY,7160 MAIN ST,,OVID,NY,14521,847717,9/2/2014,9/2/2014,8/31/2015,42.6775634,-76.8226351,,Distiller,Western,All Others
3155559,"FARM DISTILLER ""D""",207,DD,Buffalo,3,CHAUTAUQUA,TWENTY NINE ACRE FARM LLC,SPIRITS OF THE BACKROAD,8083 MINTON RD,,WESTFIELD,NY,14787,847877,3/27/2015,3/27/2015,2/28/2016,42.295521,-79.584665,,Distiller,Western,All Others
1246946,"FARM DISTILLER ""D""",207,DD,New York City,1,KINGS,CACAO PRIETO LLC,CACAO PRIETO,216 218 CONOVER ST,,BROOKLYN,NY,11231,862180,10/27/2011,10/24/2014,9/30/2015,40.67722296,-74.01534809,"(40.67722296, -74.01534809)",Distiller,NYC,NYC
1249722,"FARM DISTILLER ""D""",207,DD,New York City,1,BRONX,TIRADO DISTILLERY INC,TIRADO DISTILLERY,753 E 134TH STREET 3RD FLOOR,,BRONX,NY,10454,863124,2/8/2011,2/1/2015,1/31/2016,40.80185774,-73.91347527,"(40.80185774, -73.91347527)",Distiller,NYC,NYC
1253012,"FARM DISTILLER ""D""",207,DD,New York City,1,SUFFOLK,SHINN WINERY LLC,SHINN WINERY,2000 OREGON ROAD,,MATTITUCK,NY,11952,860157,8/3/2011,8/1/2014,7/31/2015,41.01536752,-72.53201434,"(41.01536752, -72.53201434)",Distiller,NYC,All Others
1258274,"FARM DISTILLER ""D""",207,DD,New York City,1,KINGS,KINGS COUNTY DISTILLERY LLC,KINGS COUNTY DISTILLERY,63 FLUSHING AVE,BROOKLYN NAVY YARD BLDG 121,BROOKLYN,NY,11205,866237,3/27/2012,4/1/2015,3/31/2016,40.69801436,-73.9750594,"(40.69801436, -73.9750594)",Distiller,NYC,NYC
1260024,"FARM DISTILLER ""D""",207,DD,New York City,1,KINGS,GREEN FARMS II LLC,GREENHOOK GINSMITHS,208 DUPONT ST,,BROOKLYN,NY,11222,862450,1/2/2013,1/1/2015,12/31/2015,40.73619511,-73.95179315,"(40.73619511, -73.95179315)",Distiller,NYC,NYC
1260935,"FARM DISTILLER ""D""",207,DD,New York City,1,WESTCHESTER,STILL THE ONE DISTILLERY LLC,STILL THE ONE DISTILLERY,1 MARTIN PL,,PORT CHESTER,NY,10573,866099,3/21/2012,3/1/2015,2/29/2016,40.9982989,-73.66059884,"(40.9982989, -73.66059884)",Distiller,NYC,NYC
